sp_id,sp_gq_id,sporder,age,sex
940087708,450042397,1,69,2
940087709,450042397,1,95,2
940087710,450042397,1,86,2
940087711,450042397,1,89,2
940087712,450042397,1,77,2
940087713,450042397,1,89,2
940087714,450042397,1,86,2
940087715,450042397,1,77,2
940087716,450042397,1,90,2
940699670,450042397,1,87,1
940699671,450042397,1,74,1
940699672,450042397,1,90,1
940699673,450042397,1,82,1
940699674,450042397,1,84,1
940699675,450042397,1,76,1
940699676,450042397,1,68,1
940699677,450042397,1,87,1
940699678,450042397,1,76,1
940699679,450042397,1,90,1
940699680,450042397,1,82,1
940087678,450042397,1,76,2
940087679,450042397,1,100,2
940087680,450042397,1,85,2
940087681,450042397,1,89,2
940087682,450042397,1,78,2
940087683,450042397,1,73,2
940087684,450042397,1,96,2
940087685,450042397,1,83,2
940087686,450042397,1,87,2
940087687,450042397,1,86,2
940087688,450042397,1,89,2
940087689,450042397,1,85,2
940087690,450042397,1,90,2
940087691,450042397,1,70,2
940087692,450042397,1,78,2
940087693,450042397,1,86,2
940087694,450042397,1,96,2
940087695,450042397,1,65,2
940087696,450042397,1,87,2
940087697,450042397,1,92,2
940087698,450042397,1,90,2
940087699,450042397,1,67,2
940087700,450042397,1,75,2
940087701,450042397,1,79,2
940087702,450042397,1,78,2
940087703,450042397,1,81,2
940384791,450042398,1,55,1
940087665,450042398,1,72,2
940087666,450042398,1,88,2
940087667,450042398,1,71,2
940087668,450042398,1,89,2
940087657,450042398,1,87,2
940087669,450042398,1,90,2
940087670,450042398,1,76,2
940087658,450042398,1,79,2
940384786,450042398,1,55,1
940384787,450042398,1,45,1
940384788,450042398,1,57,1
940384789,450042398,1,27,1
940384790,450042398,1,43,1
940087664,450042398,1,75,2
940384792,450042398,1,51,1
940384793,450042398,1,55,1
940384794,450042398,1,42,1
940384795,450042398,1,20,1
940384796,450042398,1,64,1
940384797,450042398,1,59,1
940384798,450042398,1,60,1
940384799,450042398,1,54,1
940384800,450042398,1,59,1
940384801,450042398,1,51,1
940384802,450042398,1,55,1
940087659,450042398,1,84,2
940087660,450042398,1,80,2
940384803,450042398,1,56,1
940384804,450042398,1,48,1
940384805,450042398,1,38,1
940384806,450042398,1,24,1
939323063,450042398,1,52,2
939323062,450042398,1,27,2
939323061,450042398,1,51,2
939323060,450042398,1,60,2
939323059,450042398,1,34,2
939323058,450042398,1,48,2
939323057,450042398,1,41,2
939323056,450042398,1,35,2
939323055,450042398,1,41,2
940087661,450042398,1,77,2
940087662,450042398,1,83,2
940699669,450042398,1,87,1
940699668,450042398,1,85,1
940087663,450042398,1,86,2
939323065,450042398,1,35,2
939323064,450042398,1,47,2
942566737,450021927,1,15,1
942566738,450021927,1,17,1
942566744,450021928,1,40,2
942566743,450021928,1,35,2
942566745,450021928,1,37,2
942566740,450021928,1,16,2
942566741,450021928,1,17,2
942566742,450021928,1,16,2
942566739,450021928,1,17,2
940215898,450046426,1,85,2
940215897,450046426,1,87,2
940409464,450046426,1,56,1
940754732,450046426,1,87,1
940754733,450046426,1,81,1
940754734,450046426,1,85,1
940754735,450046426,1,69,1
940754736,450046426,1,83,1
940754730,450046426,1,68,1
940754729,450046426,1,83,1
940754728,450046426,1,77,1
940754731,450046426,1,89,1
940215945,450046426,1,83,2
940215944,450046426,1,101,2
940215943,450046426,1,76,2
940215942,450046426,1,80,2
940215941,450046426,1,85,2
940215940,450046426,1,83,2
940215939,450046426,1,66,2
940215938,450046426,1,82,2
940215937,450046426,1,84,2
940215936,450046426,1,86,2
940215935,450046426,1,85,2
940215934,450046426,1,87,2
940215933,450046426,1,85,2
940215932,450046426,1,77,2
940215931,450046426,1,68,2
940215930,450046426,1,93,2
940215929,450046426,1,88,2
940215928,450046426,1,75,2
940215927,450046426,1,94,2
940215926,450046426,1,89,2
940215925,450046426,1,95,2
940215924,450046426,1,86,2
940215923,450046426,1,88,2
940215922,450046426,1,78,2
940215921,450046426,1,80,2
940215920,450046426,1,91,2
940215919,450046426,1,85,2
940215918,450046426,1,80,2
940215917,450046426,1,78,2
940215916,450046426,1,88,2
940215915,450046426,1,81,2
940215914,450046426,1,99,2
940215913,450046426,1,66,2
940215912,450046426,1,99,2
940215911,450046426,1,79,2
940215910,450046426,1,75,2
940215909,450046426,1,99,2
940215908,450046426,1,87,2
940215907,450046426,1,76,2
940215906,450046426,1,79,2
940215905,450046426,1,79,2
940215904,450046426,1,99,2
940215903,450046426,1,89,2
940215902,450046426,1,75,2
940215901,450046426,1,79,2
940215900,450046426,1,86,2
940215899,450046426,1,96,2
940214810,450046427,1,77,2
940409434,450046427,1,63,1
940409433,450046427,1,57,1
940409432,450046427,1,49,1
940409431,450046427,1,59,1
939302434,450046427,1,63,2
940409430,450046427,1,64,1
940409429,450046427,1,36,1
939627425,450030575,1,88,2
939627445,450030575,1,86,2
939627444,450030575,1,98,2
939627443,450030575,1,76,2
939627442,450030575,1,84,2
939627441,450030575,1,85,2
939627440,450030575,1,83,2
939627439,450030575,1,99,2
939627438,450030575,1,88,2
939627437,450030575,1,70,2
939627436,450030575,1,79,2
939627435,450030575,1,80,2
939627434,450030575,1,92,2
939627433,450030575,1,92,2
939627432,450030575,1,88,2
939627431,450030575,1,79,2
939627430,450030575,1,81,2
939627429,450030575,1,77,2
940519399,450030575,1,92,1
940519400,450030575,1,69,1
940519401,450030575,1,87,1
940519402,450030575,1,83,1
940519403,450030575,1,70,1
940519404,450030575,1,89,1
940519405,450030575,1,75,1
940519406,450030575,1,90,1
940519407,450030575,1,81,1
940519408,450030575,1,98,1
940519409,450030575,1,83,1
940519410,450030575,1,65,1
939627428,450030575,1,82,2
939627427,450030575,1,86,2
939627426,450030575,1,86,2
939627424,450030575,1,98,2
939627423,450030575,1,91,2
939627422,450030575,1,83,2
939627421,450030575,1,90,2
939627420,450030575,1,95,2
939627419,450030575,1,66,2
939627418,450030575,1,69,2
939627417,450030575,1,91,2
939627416,450030575,1,90,2
939627415,450030575,1,82,2
939627414,450030575,1,83,2
939627413,450030575,1,90,2
939627412,450030575,1,94,2
939627411,450030575,1,88,2
939627410,450030575,1,74,2
939627409,450030575,1,83,2
939627408,450030575,1,86,2
939627407,450030575,1,89,2
939627406,450030575,1,72,2
939627405,450030575,1,75,2
939627404,450030575,1,75,2
939627403,450030575,1,89,2
939627402,450030575,1,68,2
939627401,450030575,1,83,2
939627400,450030575,1,90,2
939857218,450036382,1,83,2
939857217,450036382,1,91,2
939857216,450036382,1,83,2
939857215,450036382,1,89,2
939857214,450036382,1,85,2
939857213,450036382,1,88,2
939857254,450036382,1,76,2
939857253,450036382,1,97,2
939857255,450036382,1,77,2
939857256,450036382,1,94,2
939857257,450036382,1,85,2
939857252,450036382,1,95,2
939857231,450036382,1,75,2
939857230,450036382,1,90,2
939857229,450036382,1,76,2
939857228,450036382,1,84,2
939857227,450036382,1,78,2
939857235,450036382,1,79,2
940610281,450036382,1,66,1
940610282,450036382,1,83,1
939857251,450036382,1,96,2
939857250,450036382,1,90,2
939857249,450036382,1,86,2
940610283,450036382,1,86,1
940610284,450036382,1,84,1
939857226,450036382,1,81,2
939857236,450036382,1,92,2
939857237,450036382,1,88,2
939857238,450036382,1,87,2
939857239,450036382,1,82,2
939857240,450036382,1,97,2
939857234,450036382,1,92,2
939857233,450036382,1,100,2
939857225,450036382,1,86,2
939857224,450036382,1,85,2
939857232,450036382,1,80,2
940610285,450036382,1,90,1
940610286,450036382,1,80,1
940610287,450036382,1,99,1
940610288,450036382,1,82,1
940610289,450036382,1,65,1
940610290,450036382,1,72,1
939857248,450036382,1,76,2
939857247,450036382,1,101,2
940610291,450036382,1,89,1
939857241,450036382,1,78,2
939857242,450036382,1,76,2
939857243,450036382,1,84,2
939857244,450036382,1,92,2
939857223,450036382,1,77,2
939857222,450036382,1,86,2
939857221,450036382,1,76,2
939857220,450036382,1,101,2
939857245,450036382,1,75,2
939857246,450036382,1,76,2
939857219,450036382,1,89,2
939627353,450030576,1,75,2
939627351,450030576,1,82,2
939627350,450030576,1,89,2
939627349,450030576,1,84,2
939627348,450030576,1,75,2
939627382,450030576,1,87,2
939627381,450030576,1,86,2
939627380,450030576,1,93,2
939627347,450030576,1,95,2
939627346,450030576,1,80,2
939627345,450030576,1,82,2
939627344,450030576,1,67,2
939627343,450030576,1,89,2
939627342,450030576,1,91,2
939375559,450030576,1,36,2
939375558,450030576,1,28,2
940320229,450030576,1,63,1
939627363,450030576,1,82,2
939627364,450030576,1,102,2
939627365,450030576,1,85,2
939627366,450030576,1,85,2
939627367,450030576,1,80,2
939627368,450030576,1,88,2
939627369,450030576,1,88,2
939627370,450030576,1,85,2
939627360,450030576,1,77,2
939627361,450030576,1,89,2
939627362,450030576,1,86,2
939627399,450030576,1,86,2
939627398,450030576,1,83,2
939627397,450030576,1,87,2
939627396,450030576,1,90,2
939627395,450030576,1,71,2
939627394,450030576,1,78,2
939627393,450030576,1,89,2
939627371,450030576,1,77,2
939627372,450030576,1,77,2
939627373,450030576,1,85,2
939627374,450030576,1,66,2
939627375,450030576,1,71,2
939627376,450030576,1,96,2
939627377,450030576,1,92,2
939627378,450030576,1,68,2
939627379,450030576,1,87,2
940519384,450030576,1,73,1
940519385,450030576,1,102,1
940519386,450030576,1,102,1
940519387,450030576,1,67,1
940519388,450030576,1,90,1
940519389,450030576,1,87,1
940519390,450030576,1,75,1
940519391,450030576,1,79,1
940519392,450030576,1,84,1
940519393,450030576,1,83,1
940519394,450030576,1,65,1
940519395,450030576,1,87,1
940519396,450030576,1,95,1
940519397,450030576,1,88,1
940519398,450030576,1,96,1
939627392,450030576,1,89,2
939627391,450030576,1,105,2
939627359,450030576,1,90,2
939627358,450030576,1,67,2
939627357,450030576,1,87,2
939627356,450030576,1,100,2
939627390,450030576,1,95,2
939627389,450030576,1,65,2
939627388,450030576,1,85,2
939627387,450030576,1,90,2
939627386,450030576,1,75,2
939627385,450030576,1,81,2
939627384,450030576,1,77,2
939627383,450030576,1,89,2
939627355,450030576,1,75,2
939627354,450030576,1,87,2
939627352,450030576,1,100,2
940519372,450030576,1,84,1
940519373,450030576,1,88,1
940519374,450030576,1,70,1
940519375,450030576,1,75,1
940519376,450030576,1,100,1
940519377,450030576,1,79,1
940519378,450030576,1,74,1
940519379,450030576,1,66,1
940519380,450030576,1,83,1
940519381,450030576,1,78,1
940519382,450030576,1,83,1
940519383,450030576,1,65,1
942566311,450021929,1,16,1
942566309,450021929,1,17,1
942566310,450021929,1,17,1
942566308,450021929,1,17,1
942566307,450021929,1,17,1
942566306,450021929,1,17,1
942566305,450021929,1,16,1
942566303,450021929,1,17,1
942566304,450021929,1,17,1
942566298,450021929,1,17,1
942566299,450021929,1,17,1
942566300,450021929,1,17,1
942566301,450021929,1,14,1
942566302,450021929,1,14,1
942566316,450021929,1,20,1
942566315,450021929,1,35,1
942566314,450021929,1,44,1
942566313,450021929,1,17,1
942566312,450021929,1,17,1
942566323,450021930,1,17,2
942566329,450021930,1,35,2
942566321,450021930,1,17,2
942566320,450021930,1,16,2
942566319,450021930,1,15,2
942566318,450021930,1,17,2
942566317,450021930,1,17,2
942566324,450021930,1,15,2
942566325,450021930,1,30,2
942566326,450021930,1,32,2
942566327,450021930,1,48,2
942566328,450021930,1,58,2
942566322,450021930,1,15,2
939627152,450030578,1,88,2
940320227,450030578,1,37,1
939375550,450030578,1,58,2
939375552,450030578,1,54,2
939375553,450030578,1,33,2
939375554,450030578,1,36,2
940519309,450030578,1,99,1
940519310,450030578,1,86,1
940519311,450030578,1,82,1
940519312,450030578,1,99,1
940519313,450030578,1,76,1
940519314,450030578,1,75,1
940519315,450030578,1,89,1
940519316,450030578,1,81,1
940519317,450030578,1,87,1
940519318,450030578,1,89,1
940519319,450030578,1,91,1
940519320,450030578,1,95,1
940519321,450030578,1,95,1
940519322,450030578,1,81,1
940519323,450030578,1,67,1
940519324,450030578,1,87,1
940519325,450030578,1,87,1
940519326,450030578,1,87,1
940519327,450030578,1,90,1
940519328,450030578,1,90,1
940519329,450030578,1,78,1
940519330,450030578,1,71,1
940519331,450030578,1,76,1
940519332,450030578,1,76,1
940519333,450030578,1,78,1
940519334,450030578,1,85,1
940519335,450030578,1,82,1
940519336,450030578,1,84,1
940519337,450030578,1,76,1
940519338,450030578,1,89,1
940519339,450030578,1,85,1
940519340,450030578,1,78,1
939627227,450030578,1,87,2
939627228,450030578,1,86,2
939627137,450030578,1,101,2
939627138,450030578,1,86,2
939627139,450030578,1,76,2
939627140,450030578,1,81,2
939627141,450030578,1,81,2
939627142,450030578,1,89,2
939627143,450030578,1,75,2
939627144,450030578,1,92,2
939627226,450030578,1,82,2
939375555,450030578,1,30,2
940320228,450030578,1,63,1
939627188,450030578,1,90,2
939627187,450030578,1,88,2
939627186,450030578,1,87,2
939627185,450030578,1,87,2
939627234,450030578,1,87,2
939627235,450030578,1,87,2
939627236,450030578,1,74,2
939627237,450030578,1,82,2
939627238,450030578,1,77,2
939627239,450030578,1,81,2
939627240,450030578,1,87,2
939627241,450030578,1,75,2
939627242,450030578,1,94,2
939627243,450030578,1,73,2
939627244,450030578,1,74,2
939627245,450030578,1,80,2
939627246,450030578,1,80,2
939627202,450030578,1,90,2
939627201,450030578,1,90,2
939627200,450030578,1,87,2
939627199,450030578,1,78,2
939627198,450030578,1,87,2
939627197,450030578,1,88,2
939627196,450030578,1,69,2
939627195,450030578,1,90,2
939627194,450030578,1,85,2
939627193,450030578,1,86,2
939627192,450030578,1,90,2
939627191,450030578,1,89,2
939627190,450030578,1,79,2
939627189,450030578,1,75,2
939627145,450030578,1,97,2
939627146,450030578,1,79,2
939627147,450030578,1,79,2
939627148,450030578,1,78,2
939627149,450030578,1,81,2
939627150,450030578,1,87,2
939627151,450030578,1,89,2
940320226,450030578,1,58,1
939627153,450030578,1,88,2
939627154,450030578,1,77,2
939627155,450030578,1,71,2
939627156,450030578,1,87,2
939627157,450030578,1,78,2
939627158,450030578,1,83,2
939627159,450030578,1,87,2
939627160,450030578,1,96,2
939627161,450030578,1,85,2
939627162,450030578,1,91,2
939627163,450030578,1,105,2
939627164,450030578,1,88,2
939627165,450030578,1,88,2
939627166,450030578,1,87,2
939627167,450030578,1,66,2
939627168,450030578,1,88,2
939627169,450030578,1,97,2
939627170,450030578,1,75,2
939627171,450030578,1,85,2
939627172,450030578,1,100,2
939627173,450030578,1,91,2
939627174,450030578,1,81,2
939627175,450030578,1,82,2
939627176,450030578,1,83,2
939627177,450030578,1,86,2
939627178,450030578,1,80,2
939627179,450030578,1,99,2
939627180,450030578,1,90,2
939627181,450030578,1,73,2
939627182,450030578,1,85,2
939375551,450030578,1,46,2
939627225,450030578,1,94,2
939627224,450030578,1,80,2
939627223,450030578,1,78,2
939627222,450030578,1,85,2
939627221,450030578,1,85,2
939627220,450030578,1,93,2
939627219,450030578,1,84,2
939627218,450030578,1,98,2
939627217,450030578,1,86,2
939627216,450030578,1,89,2
939627215,450030578,1,87,2
939627214,450030578,1,82,2
939627213,450030578,1,86,2
939627212,450030578,1,86,2
939627211,450030578,1,102,2
939627210,450030578,1,95,2
940320220,450030578,1,46,1
940320221,450030578,1,43,1
940320222,450030578,1,46,1
940320223,450030578,1,49,1
940320224,450030578,1,27,1
940320225,450030578,1,47,1
939627184,450030578,1,93,2
939627183,450030578,1,95,2
939627247,450030578,1,88,2
939627248,450030578,1,93,2
939627249,450030578,1,76,2
939627250,450030578,1,81,2
939627251,450030578,1,90,2
939627252,450030578,1,86,2
939627253,450030578,1,93,2
939627254,450030578,1,73,2
939627255,450030578,1,89,2
939627256,450030578,1,81,2
939627257,450030578,1,90,2
939627258,450030578,1,84,2
939627259,450030578,1,78,2
939627203,450030578,1,86,2
939627204,450030578,1,90,2
939627205,450030578,1,84,2
939627206,450030578,1,88,2
939627207,450030578,1,67,2
939627208,450030578,1,80,2
939627209,450030578,1,74,2
939627229,450030578,1,80,2
939627230,450030578,1,89,2
939627231,450030578,1,80,2
939627232,450030578,1,97,2
939627233,450030578,1,66,2
942563696,450021933,1,26,1
942563695,450021933,1,47,1
942563694,450021933,1,29,1
942563693,450021933,1,43,1
942563692,450021933,1,33,1
942563686,450021933,1,15,1
942563685,450021933,1,16,1
942563684,450021933,1,16,1
942563683,450021933,1,17,1
942563682,450021933,1,16,1
942563681,450021933,1,17,1
942563680,450021933,1,15,1
942563679,450021933,1,16,1
942563678,450021933,1,16,1
942563677,450021933,1,17,1
942563676,450021933,1,17,1
942563691,450021933,1,20,1
942563690,450021933,1,17,1
942563689,450021933,1,17,1
942563688,450021933,1,17,1
942563687,450021933,1,14,1
942563674,450021933,1,15,1
942563675,450021933,1,13,1
942563673,450021933,1,17,1
942563699,450021933,1,43,1
942563698,450021933,1,43,1
942563697,450021933,1,28,1
942563722,450021934,1,17,2
942563726,450021934,1,34,2
942563725,450021934,1,56,2
942563724,450021934,1,26,2
942563700,450021934,1,17,2
942563723,450021934,1,17,2
942563727,450021934,1,34,2
942563721,450021934,1,15,2
942563720,450021934,1,17,2
942563719,450021934,1,17,2
942563718,450021934,1,17,2
942563717,450021934,1,17,2
942563716,450021934,1,16,2
942563715,450021934,1,17,2
942563714,450021934,1,16,2
942563713,450021934,1,17,2
942563701,450021934,1,16,2
942563702,450021934,1,16,2
942563703,450021934,1,13,2
942563712,450021934,1,17,2
942563705,450021934,1,17,2
942563704,450021934,1,17,2
942563711,450021934,1,17,2
942563710,450021934,1,17,2
942563709,450021934,1,15,2
942563708,450021934,1,17,2
942563707,450021934,1,17,2
942563706,450021934,1,17,2
940683062,450041332,1,76,1
940683061,450041332,1,79,1
940044358,450041332,1,97,2
940044361,450041332,1,92,2
940044371,450041332,1,82,2
940044370,450041332,1,86,2
940044369,450041332,1,98,2
940044357,450041332,1,90,2
940044360,450041332,1,89,2
940044368,450041332,1,88,2
940044359,450041332,1,72,2
940044366,450041332,1,102,2
940044365,450041332,1,92,2
940044364,450041332,1,71,2
940044363,450041332,1,95,2
940044367,450041332,1,75,2
940044362,450041332,1,86,2
940683065,450041332,1,75,1
940683064,450041332,1,72,1
940683063,450041332,1,84,1
940519308,450030579,1,66,1
940519306,450030579,1,68,1
940519305,450030579,1,85,1
940519304,450030579,1,81,1
940519303,450030579,1,82,1
940519302,450030579,1,68,1
939627136,450030579,1,77,2
939627135,450030579,1,80,2
939627134,450030579,1,81,2
939627133,450030579,1,66,2
939627132,450030579,1,99,2
939627131,450030579,1,75,2
940519307,450030579,1,75,1
940215161,450046428,1,80,2
940754557,450046428,1,75,1
940754558,450046428,1,83,1
940754559,450046428,1,74,1
940754560,450046428,1,90,1
940754561,450046428,1,96,1
940754562,450046428,1,97,1
940754563,450046428,1,88,1
940754564,450046428,1,99,1
940754565,450046428,1,84,1
940754566,450046428,1,87,1
940754567,450046428,1,83,1
940754568,450046428,1,90,1
940754569,450046428,1,80,1
940754570,450046428,1,89,1
940754571,450046428,1,100,1
940754572,450046428,1,87,1
940754573,450046428,1,79,1
940754574,450046428,1,75,1
940754575,450046428,1,76,1
940754576,450046428,1,90,1
940754577,450046428,1,83,1
940754578,450046428,1,89,1
940754579,450046428,1,78,1
939302442,450046428,1,63,2
939302441,450046428,1,47,2
940409443,450046428,1,44,1
940409444,450046428,1,54,1
940409445,450046428,1,47,1
940409446,450046428,1,50,1
940409447,450046428,1,24,1
940409448,450046428,1,23,1
940215116,450046428,1,92,2
940215117,450046428,1,87,2
940215118,450046428,1,84,2
940215119,450046428,1,95,2
940215120,450046428,1,85,2
940215121,450046428,1,96,2
940215122,450046428,1,100,2
940215123,450046428,1,89,2
940215124,450046428,1,76,2
940215125,450046428,1,90,2
940215126,450046428,1,85,2
940215127,450046428,1,83,2
940215128,450046428,1,90,2
940215129,450046428,1,89,2
940215205,450046428,1,94,2
940215204,450046428,1,76,2
940215203,450046428,1,85,2
940215202,450046428,1,90,2
940215201,450046428,1,85,2
940215200,450046428,1,81,2
940215199,450046428,1,71,2
940215198,450046428,1,82,2
940215197,450046428,1,87,2
940215196,450046428,1,90,2
940215195,450046428,1,84,2
940215194,450046428,1,99,2
940215193,450046428,1,75,2
940215192,450046428,1,87,2
940215191,450046428,1,79,2
940215190,450046428,1,84,2
940215189,450046428,1,86,2
940215188,450046428,1,77,2
940215187,450046428,1,85,2
940215186,450046428,1,87,2
940215185,450046428,1,78,2
940215184,450046428,1,65,2
940215183,450046428,1,84,2
940215182,450046428,1,77,2
940215181,450046428,1,85,2
940215180,450046428,1,90,2
940215179,450046428,1,86,2
940215178,450046428,1,80,2
940215177,450046428,1,89,2
940215176,450046428,1,89,2
940215175,450046428,1,92,2
940215174,450046428,1,96,2
940215173,450046428,1,69,2
940215172,450046428,1,77,2
940215171,450046428,1,78,2
940215170,450046428,1,91,2
940215169,450046428,1,96,2
940215168,450046428,1,99,2
940215167,450046428,1,85,2
940215166,450046428,1,91,2
940215165,450046428,1,95,2
940215164,450046428,1,83,2
940215163,450046428,1,76,2
940215162,450046428,1,78,2
940215160,450046428,1,65,2
940215159,450046428,1,87,2
940215158,450046428,1,66,2
940215157,450046428,1,101,2
940215156,450046428,1,87,2
940215155,450046428,1,85,2
940215154,450046428,1,79,2
940215153,450046428,1,98,2
940215152,450046428,1,74,2
940215151,450046428,1,90,2
940215150,450046428,1,78,2
940215149,450046428,1,85,2
940215148,450046428,1,80,2
940215147,450046428,1,81,2
940215146,450046428,1,90,2
940215145,450046428,1,93,2
940215144,450046428,1,81,2
940215143,450046428,1,99,2
940215142,450046428,1,98,2
940215141,450046428,1,88,2
940215140,450046428,1,78,2
940215139,450046428,1,94,2
940215138,450046428,1,77,2
940215137,450046428,1,90,2
940215132,450046428,1,85,2
940215131,450046428,1,79,2
940215130,450046428,1,86,2
940215136,450046428,1,86,2
940215135,450046428,1,89,2
940215134,450046428,1,94,2
940215133,450046428,1,87,2
938349425,450004582,1,19,2
938349424,450004582,1,19,2
938349423,450004582,1,19,2
938349422,450004582,1,19,2
938349374,450004582,1,19,1
938349373,450004582,1,21,1
938349421,450004582,1,20,2
938349420,450004582,1,18,2
938349419,450004582,1,19,2
938349418,450004582,1,18,2
938349417,450004582,1,19,2
938349416,450004582,1,20,2
938349415,450004582,1,19,2
938349414,450004582,1,20,2
938349413,450004582,1,21,2
938349412,450004582,1,24,2
938349445,450004582,1,19,2
938349444,450004582,1,22,2
938349443,450004582,1,21,2
938349442,450004582,1,18,2
938349441,450004582,1,18,2
938349440,450004582,1,27,2
938349439,450004582,1,22,2
938349438,450004582,1,19,2
938349437,450004582,1,21,2
938349436,450004582,1,49,2
938349435,450004582,1,23,2
938349434,450004582,1,24,2
938349433,450004582,1,22,2
938349432,450004582,1,19,2
938349431,450004582,1,19,2
938349430,450004582,1,24,2
938349429,450004582,1,19,2
938349428,450004582,1,20,2
938349411,450004582,1,18,2
938349410,450004582,1,19,2
938349372,450004582,1,21,1
938349371,450004582,1,18,1
938349370,450004582,1,18,1
938349409,450004582,1,21,2
938349408,450004582,1,20,2
938349407,450004582,1,23,2
938349406,450004582,1,19,2
938349405,450004582,1,24,2
938349404,450004582,1,23,2
938349403,450004582,1,22,2
938349402,450004582,1,20,2
938349401,450004582,1,24,2
938349400,450004582,1,20,2
938349399,450004582,1,20,2
938349398,450004582,1,22,2
938349397,450004582,1,33,2
938349396,450004582,1,19,2
938349395,450004582,1,18,2
938349369,450004582,1,22,1
938349394,450004582,1,36,1
938349393,450004582,1,19,1
938349392,450004582,1,35,1
938349391,450004582,1,19,1
938349390,450004582,1,19,1
938349389,450004582,1,19,1
938349388,450004582,1,18,1
938349387,450004582,1,19,1
938349386,450004582,1,19,1
938349385,450004582,1,19,1
938349384,450004582,1,21,1
938349383,450004582,1,19,1
938349382,450004582,1,19,1
938349381,450004582,1,19,1
938349368,450004582,1,18,1
938349367,450004582,1,18,1
938349366,450004582,1,20,1
938349365,450004582,1,21,1
938349364,450004582,1,21,1
938349363,450004582,1,19,1
938349362,450004582,1,22,1
938349361,450004582,1,21,1
938349360,450004582,1,19,1
938349427,450004582,1,33,2
938349359,450004582,1,24,1
938349358,450004582,1,24,1
938349357,450004582,1,20,1
938349356,450004582,1,18,1
938349355,450004582,1,21,1
938349380,450004582,1,21,1
938349379,450004582,1,46,1
938349378,450004582,1,19,1
938349377,450004582,1,18,1
938349376,450004582,1,20,1
938349375,450004582,1,18,1
938349426,450004582,1,19,2
940215444,450046429,1,65,2
940215446,450046429,1,105,2
940215447,450046429,1,93,2
940215448,450046429,1,88,2
940215449,450046429,1,89,2
940215437,450046429,1,95,2
940215436,450046429,1,86,2
940215435,450046429,1,77,2
940215434,450046429,1,86,2
940215433,450046429,1,102,2
940215432,450046429,1,100,2
940215431,450046429,1,66,2
940215430,450046429,1,80,2
940215429,450046429,1,93,2
940215428,450046429,1,87,2
940215427,450046429,1,82,2
940215426,450046429,1,87,2
940215425,450046429,1,72,2
940215424,450046429,1,85,2
940215423,450046429,1,81,2
940215422,450046429,1,81,2
940215421,450046429,1,72,2
940215420,450046429,1,77,2
940215419,450046429,1,78,2
940215418,450046429,1,87,2
940215417,450046429,1,83,2
940215416,450046429,1,68,2
940215415,450046429,1,79,2
940215414,450046429,1,94,2
940215413,450046429,1,77,2
940215412,450046429,1,90,2
940215411,450046429,1,67,2
940215410,450046429,1,87,2
940215409,450046429,1,99,2
940215408,450046429,1,87,2
940215450,450046429,1,98,2
940215451,450046429,1,88,2
940215452,450046429,1,82,2
940215453,450046429,1,89,2
940215454,450046429,1,79,2
940215455,450046429,1,82,2
940215456,450046429,1,85,2
940215457,450046429,1,101,2
940215458,450046429,1,90,2
940215459,450046429,1,98,2
940215460,450046429,1,91,2
940215407,450046429,1,87,2
940215406,450046429,1,85,2
940215405,450046429,1,79,2
940215404,450046429,1,82,2
940215403,450046429,1,99,2
940215402,450046429,1,75,2
940215401,450046429,1,85,2
940215400,450046429,1,81,2
940215399,450046429,1,88,2
940215398,450046429,1,77,2
940215397,450046429,1,96,2
940215396,450046429,1,100,2
940215395,450046429,1,84,2
940215394,450046429,1,86,2
940215393,450046429,1,89,2
940215392,450046429,1,83,2
940215391,450046429,1,73,2
940215390,450046429,1,88,2
940215389,450046429,1,89,2
940215388,450046429,1,71,2
940215387,450046429,1,91,2
940215386,450046429,1,87,2
940215385,450046429,1,86,2
940215384,450046429,1,86,2
940215383,450046429,1,94,2
940215382,450046429,1,85,2
940215381,450046429,1,76,2
940215380,450046429,1,95,2
940215379,450046429,1,90,2
940215378,450046429,1,80,2
940215377,450046429,1,81,2
940215376,450046429,1,89,2
940215375,450046429,1,82,2
940215374,450046429,1,66,2
940215373,450046429,1,73,2
940215372,450046429,1,72,2
940215371,450046429,1,89,2
940215370,450046429,1,89,2
940215369,450046429,1,86,2
940215368,450046429,1,99,2
940215367,450046429,1,84,2
940215366,450046429,1,77,2
940215365,450046429,1,84,2
940215364,450046429,1,102,2
940215363,450046429,1,80,2
940215362,450046429,1,93,2
940215361,450046429,1,66,2
940215360,450046429,1,88,2
940215359,450046429,1,87,2
940215358,450046429,1,75,2
940215357,450046429,1,96,2
940215356,450046429,1,75,2
940215355,450046429,1,98,2
940215354,450046429,1,90,2
940215262,450046429,1,94,2
940215263,450046429,1,79,2
940215264,450046429,1,75,2
940215265,450046429,1,73,2
940215266,450046429,1,81,2
940215267,450046429,1,94,2
940215268,450046429,1,87,2
940215353,450046429,1,90,2
940215352,450046429,1,87,2
940215351,450046429,1,95,2
940215350,450046429,1,87,2
940215349,450046429,1,65,2
940215348,450046429,1,87,2
940215347,450046429,1,86,2
940215346,450046429,1,85,2
940215269,450046429,1,103,2
940215270,450046429,1,90,2
940215271,450046429,1,84,2
940215272,450046429,1,83,2
940215273,450046429,1,84,2
940215274,450046429,1,83,2
940215275,450046429,1,76,2
940215276,450046429,1,83,2
940215277,450046429,1,85,2
