sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
203914502,20619718,2007000946432,"420099610002",13,1,1,1,2,450114475,
203914503,20619718,2007000946432,"420099609001",0,1,1,1,2,,
203914504,20619718,2007000946432,"420099609001",2,2,1,1,2,,
203914505,20619773,2007000946432,"420099608003",40,2,1,1,1,,513919239
203914506,20619773,2007000946432,"420099608004",47,1,1,1,0,,508465040
204053651,20620894,2007000946432,"420099609001",49,1,1,1,0,,513516948
204053653,20620894,2007000946432,"420099608003",47,2,1,1,1,,513517058
204053654,20620894,2007000946432,"420099608001",22,1,1,1,2,,
204053657,20621205,2007000946432,"420099608004",47,2,1,1,1,,513518878
204053658,20621205,2007000946432,"420099608004",22,1,1,1,2,,
204053659,20622436,2007000946432,"420099608001",49,1,1,1,0,,513518895
204053661,20622436,2007000946432,"420099608003",47,2,1,1,1,,513541624
204053662,20622436,2007000946432,"420099610002",22,1,1,1,2,,
204053663,20633081,2007000946432,"420099609001",49,1,1,1,0,,501546372
204053667,20633082,2007000946432,"420099610002",49,1,1,1,0,,513922527
204053672,20633256,2007000946432,"420099608003",19,1,1,1,2,,508537452
204257829,20627882,2007000946432,"420099608001",59,2,1,1,0,,513511174
204257831,20633452,2007000946432,"420099610002",59,2,1,1,0,,513518132
204259168,20621068,2007000946432,"420099608003",53,1,8,1,0,,513516781
204259171,20621068,2007000946432,"420099608004",10,1,1,1,2,450114472,
204259172,20621068,2007000946432,"420099608004",7,1,1,1,2,450114472,
204265078,20619843,2007000946432,"420099608004",41,2,1,1,1,,
204265081,20633197,2007000946432,"420099608001",41,2,1,1,1,,
204265082,20633197,2007000946432,"420099608003",18,1,1,1,2,,
204344589,20634682,2007000946432,"420099606002",62,1,1,1,0,,508537247
204344590,20634682,2007000946432,"420099608001",60,2,1,1,1,,513518956
204344591,20691017,2007000946432,"420099610002",62,1,1,1,0,,513564841
204344592,20691017,2007000946432,"420099608004",60,2,1,1,1,,513516742
204349208,20620886,2007000946432,"420099608004",40,2,1,1,0,,513925905
204349209,20620886,2007000946432,"420099610002",59,1,1,1,10,,
204349210,20620886,2007000946432,"420099609001",28,1,1,1,6,,
204349211,20620886,2007000946432,"420099610002",19,2,1,1,2,,
204349212,20634378,2007000946432,"420099608003",40,2,1,1,0,,513225808
204349213,20634378,2007000946432,"420099606002",59,1,1,1,10,,
204349215,20634378,2007000946432,"420099609001",19,2,1,1,2,,
204421741,20617982,2007000946432,"420099608004",11,1,1,1,5,450145257,
204421742,20617982,2007000946432,"420099608004",57,2,1,1,1,,
204421743,20617982,2007000946432,"420099608004",57,1,1,1,0,,513520326
204421750,20619097,2007000946432,"420099608004",12,1,1,1,5,450114475,
204421751,20619097,2007000946432,"420099609001",13,2,1,1,5,450114475,
204421755,20620131,2007000946432,"420099609001",57,1,1,1,0,,513923454
204421757,20620131,2007000946432,"420099610002",13,2,1,1,5,450114475,
204421759,20620523,2007000946432,"420099608001",11,1,1,1,5,450114475,
204421760,20620523,2007000946432,"420099608003",57,2,1,1,1,,
204421762,20620523,2007000946432,"420099608004",12,1,1,1,5,450114475,
204421765,20622243,2007000946432,"420099606002",11,1,1,1,5,450122303,
204421768,20622243,2007000946432,"420099608001",12,1,1,1,5,450122303,
204421769,20622243,2007000946432,"420099606002",13,2,1,1,5,450122303,
204421770,20622243,2007000946432,"420099608003",8,1,1,1,5,450122301,
204421771,20622600,2007000946432,"420099608004",11,1,1,1,5,450122303,
204421774,20622600,2007000946432,"420099608003",12,1,1,1,5,450122303,
204421775,20622600,2007000946432,"420099606002",13,2,1,1,5,450122303,
204421776,20622600,2007000946432,"420099609001",8,1,1,1,5,450122301,
204421778,20627579,2007000946432,"420099609001",57,2,1,1,1,,
204421780,20627579,2007000946432,"420099608004",12,1,1,1,5,450122301,
204421784,20629108,2007000946432,"420099608001",57,2,1,1,1,,
204421786,20629108,2007000946432,"420099609001",12,1,1,1,5,450108335,
204421788,20629108,2007000946432,"420099606002",8,1,1,1,5,450108324,
204421789,20634072,2007000946432,"420099610002",11,1,1,1,5,450122301,
204421790,20634072,2007000946432,"420099608001",57,2,1,1,1,,
204421791,20634072,2007000946432,"420099608004",57,1,1,1,0,,508344897
204421793,20634072,2007000946432,"420099608004",13,2,1,1,5,450122301,
204421794,20634072,2007000946432,"420099608004",8,1,1,1,5,450122301,
204421795,20690733,2007000946432,"420099609001",11,1,1,1,5,450130825,
204421797,20690733,2007000946432,"420099608004",57,1,1,1,0,,508536836
204421798,20690733,2007000946432,"420099608004",12,1,1,1,5,450130825,
204421799,20690733,2007000946432,"420099608001",13,2,1,1,5,450130825,
204421800,20690733,2007000946432,"420099610002",8,1,1,1,5,450130826,
204445330,20625897,2007000946432,"420099608004",79,1,1,1,0,,513519945
204445331,20625897,2007000946432,"420099608004",79,2,1,1,1,,
204445332,20626100,2007000946432,"420099608004",79,1,1,1,0,,513518935
204445336,20691776,2007000946432,"420099609001",79,1,1,1,0,,508536735
204445337,20691776,2007000946432,"420099606002",79,2,1,1,1,,
204497742,20627130,2007000946432,"420099610002",21,2,1,1,2,,513518951
204497744,20627130,2007000946432,"420099609001",22,2,1,1,2,,513519112
204497746,20628516,2007000946432,"420099608004",21,2,1,1,2,,513518379
204497749,20628516,2007000946432,"420099608004",50,1,1,1,0,,513518165
204497750,20633726,2007000946432,"420099608004",21,2,1,1,2,,513925173
204497754,20635203,2007000946432,"420099608004",21,2,1,1,2,,517779700
204497755,20635203,2007000946432,"420099608004",17,2,1,1,2,450108340,513519079
204497757,20635203,2007000946432,"420099608003",50,1,1,1,0,,513518295
204513312,20618059,2007000946432,"420099608003",8,2,1,1,2,450145256,
204513316,20624790,2007000946432,"420099608004",1,2,1,1,2,,
204513318,20630880,2007000946432,"420099609001",8,2,1,1,2,450108324,
204513319,20630880,2007000946432,"420099608003",1,2,1,1,2,,
204513320,20632979,2007000946432,"420099609001",30,2,1,1,0,,513518087
204513322,20632979,2007000946432,"420099608004",1,2,1,1,2,,
204513323,20635883,2007000946432,"420099610002",30,2,1,1,0,,513518161
204513324,20635883,2007000946432,"420099608004",8,2,1,1,2,450108324,
204513325,20635883,2007000946432,"420099609001",1,2,1,1,2,,
204588437,20623870,2007000946432,"420099608004",27,1,1,1,2,,513915480
204588439,20629805,2007000946432,"420099608004",50,1,1,1,1,,
204588441,20629805,2007000946432,"420099608003",50,2,1,1,0,,513518102
204588443,20633932,2007000946432,"420099608004",27,1,1,1,2,,513517034
204588445,20636173,2007000946432,"420099609001",50,1,1,1,1,,
204588446,20636173,2007000946432,"420099609001",27,1,1,1,2,,513519546
204639278,20626954,2007000946432,"420099609001",61,2,1,1,1,,
204639279,20626954,2007000946432,"420099608004",61,1,1,1,0,,508512874
204639281,20628800,2007000946432,"420099608004",61,1,1,1,0,,513225834
204639283,20630182,2007000946432,"420099608004",61,1,1,1,0,,513518400
204639284,20633454,2007000946432,"420099610002",61,2,1,1,1,,
204802067,20624408,2007000946432,"420099606002",52,2,1,1,1,,508927224
204865466,20618184,2007000946432,"420099608003",56,1,1,1,1,,513519611
204865467,20618184,2007000946432,"420099608004",60,2,1,1,0,,
204865469,20621026,2007000946432,"420099608004",60,2,1,1,0,,
204865470,20622045,2007000946432,"420099608003",56,1,1,1,1,,513517732
204865471,20622045,2007000946432,"420099610002",60,2,1,1,0,,
204865473,20625407,2007000946432,"420099608004",60,2,1,1,0,,
204865478,20628150,2007000946432,"420099606002",56,1,1,1,1,,513518430
204865479,20628150,2007000946432,"420099609001",60,2,1,1,0,,
204865480,20630920,2007000946432,"420099606002",56,1,1,1,1,,513518257
204865482,20632184,2007000946432,"420099606002",56,1,1,1,1,,508234102
204865483,20632184,2007000946432,"420099608004",60,2,1,1,0,,
204979015,20627226,2007000946432,"420099608004",38,1,1,1,0,,513519162
204998216,20619358,2007000946432,"420099608001",33,2,1,1,1,,513518507
204998217,20619358,2007000946432,"420099608001",0,2,1,1,2,,
204998218,20620182,2007000946432,"420099608001",3,1,1,1,2,450114472,
204998219,20620182,2007000946432,"420099608001",29,1,1,1,0,,513923187
204998223,20631000,2007000946432,"420099608001",29,1,1,1,0,,513513893
204998225,20631000,2007000946432,"420099608004",0,2,1,1,2,,
204998228,20633732,2007000946432,"420099606002",33,2,1,1,1,,513927575
204998231,20690965,2007000946432,"420099606002",29,1,1,1,0,,508539244
204998232,20690965,2007000946432,"420099608003",33,2,1,1,1,,513519132
204998233,20690965,2007000946432,"420099610002",0,2,1,1,2,,
205003392,20621939,2007000946432,"420099608004",69,2,1,1,0,,
205003393,20629186,2007000946432,"420099608003",69,2,1,1,0,,
205003394,20629222,2007000946432,"420099609001",69,2,1,1,0,,
205003395,20630433,2007000946432,"420099610002",69,2,1,1,0,,
205003398,20634502,2007000946432,"420099608004",69,2,1,1,0,,
205031469,20632013,2007000946432,"420099608004",71,2,1,1,1,,
205031470,20632013,2007000946432,"420099610002",77,1,1,1,0,,
205054703,20622176,2007000946432,"420099608003",70,2,2,1,0,,
205054704,20626525,2007000946432,"420099608001",70,2,2,1,0,,
205156353,20623361,2007000946432,"420099608004",59,2,1,1,0,,508232813
205156354,20623361,2007000946432,"420099609001",64,1,1,1,1,,
205156359,20634003,2007000946432,"420099610002",59,2,1,1,0,,513518921
205175684,20624692,2007000946432,"420099609001",46,2,1,1,1,,
205175686,20624692,2007000946432,"420099606002",15,1,1,1,2,450145257,
205175687,20625372,2007000946432,"420099606002",9,1,1,1,2,450110381,
205175688,20625372,2007000946432,"420099608001",46,2,1,1,1,,
205175690,20625372,2007000946432,"420099606002",15,1,1,1,2,450122302,
205175691,20627377,2007000946432,"420099608003",9,1,1,1,2,450122301,
205175692,20627377,2007000946432,"420099608004",46,2,1,1,1,,
205175693,20627377,2007000946432,"420099610002",44,1,1,1,0,,513512523
205175695,20634506,2007000946432,"420099608001",9,1,1,1,2,450122301,
205175696,20634506,2007000946432,"420099606002",46,2,1,1,1,,
205175697,20634506,2007000946432,"420099609001",44,1,1,1,0,,513518042
205201748,20619459,2007000946432,"420099610002",24,1,1,1,0,,
205201749,20622437,2007000946432,"420099610002",24,1,1,1,0,,
205201750,20625085,2007000946432,"420099606002",24,1,1,1,0,,
205201751,20628259,2007000946432,"420099610002",24,1,1,1,0,,
205201753,20633076,2007000946432,"420099608004",24,1,1,1,0,,
205201754,20634968,2007000946432,"420099608003",24,1,1,1,0,,
205275180,20618182,2007000946432,"420099608004",77,2,1,1,1,,
205275184,20690958,2007000946432,"420099608003",77,2,1,1,1,,
205315299,20618285,2007000946432,"420099608004",56,1,1,1,1,,513517846
205315303,20633744,2007000946432,"420099608004",56,1,1,1,1,,508537837
205315304,20633744,2007000946432,"420099610002",58,2,1,1,0,,
205369503,20618181,2007000946432,"420099608001",44,2,1,1,2,,513921428
205369504,20622957,2007000946432,"420099606002",76,2,1,1,0,,
205369505,20622957,2007000946432,"420099606002",44,2,1,1,2,,513518123
205369508,20624622,2007000946432,"420099608004",76,2,1,1,0,,
205369510,20625100,2007000946432,"420099608004",76,2,1,1,0,,
205369511,20625100,2007000946432,"420099608001",44,2,1,1,2,,513519732
205369513,20632513,2007000946432,"420099606002",44,2,1,1,2,,513517202
205369514,20633755,2007000946432,"420099608004",76,2,1,1,0,,
205369515,20633755,2007000946432,"420099608004",44,2,1,1,2,,513517720
205369516,20634440,2007000946432,"420099610002",76,2,1,1,0,,
205404404,20618080,2007000946432,"420099608001",49,1,1,1,0,,513520366
205404405,20623363,2007000946432,"420099609001",49,1,1,1,0,,513520159
205404406,20625545,2007000946432,"420099610002",49,1,1,1,0,,513528539
205404408,20628868,2007000946432,"420099609001",49,1,1,1,0,,513519107
205404409,20633709,2007000946432,"420099608003",49,1,1,1,0,,513517764
205476544,20635852,2007000946432,"420099606002",80,2,1,1,0,,
205544951,20628974,2007000946432,"420099610002",67,1,1,1,0,,
205544952,20628974,2007000946432,"420099608003",68,2,1,1,1,,
205544953,20630711,2007000946432,"420099608003",67,1,1,1,0,,
205544955,20691166,2007000946432,"420099609001",67,1,1,1,0,,
205544956,20691166,2007000946432,"420099608004",68,2,1,1,1,,
205648088,20624875,2007000946432,"420099608004",64,1,1,1,0,,
205648089,20627958,2007000946432,"420099608001",64,1,1,1,0,,
205667154,20622473,2007000946432,"420099608004",8,1,1,1,2,450118219,
205667155,20622473,2007000946432,"420099608001",28,2,1,1,0,,513925996
205667156,20629654,2007000946432,"420099610002",8,1,1,1,2,450108324,
205667159,20632437,2007000946432,"420099608004",28,2,1,1,0,,513516912
205685916,20618302,2007000946432,"420099608004",74,2,1,1,1,,
205685917,20619290,2007000946432,"420099606002",73,1,1,1,0,,
205685918,20619290,2007000946432,"420099608004",26,1,1,1,5,,513518614
205685921,20619458,2007000946432,"420099610002",26,1,1,1,5,,513519552
205685924,20628912,2007000946432,"420099608004",26,1,1,1,5,,513518273
205685925,20628912,2007000946432,"420099608004",74,2,1,1,1,,
205685927,20630722,2007000946432,"420099609001",26,1,1,1,5,,513518273
205755546,20636186,2007000946432,"420099606002",44,2,1,1,1,,513518273
205755547,20636186,2007000946432,"420099608003",51,1,1,1,0,,508537587
205755548,20636186,2007000946432,"420099608003",16,1,1,1,2,450108340,
205755549,20636186,2007000946432,"420099608003",13,1,1,1,2,450108335,
205792237,20618149,2007000946432,"420099608001",39,1,1,1,1,,513520613
205792238,20618149,2007000946432,"420099606002",16,1,1,1,2,450145257,
205792239,20618149,2007000946432,"420099608004",16,2,1,1,2,450145257,513520377
205792241,20618149,2007000946432,"420099610002",38,2,1,1,0,,513922329
205792244,20618516,2007000946432,"420099609001",16,2,1,1,2,450078419,513923708
205792245,20618516,2007000946432,"420099606002",17,1,1,1,2,450078419,513519592
205792246,20618516,2007000946432,"420099610002",38,2,1,1,0,,513520313
205792251,20618964,2007000946432,"420099609001",38,2,1,1,0,,513516927
205792252,20619566,2007000946432,"420099609001",39,1,1,1,1,,513921567
205792253,20619566,2007000946432,"420099608001",16,1,1,1,2,450114476,
205792255,20619566,2007000946432,"420099608004",17,1,1,1,2,450114476,513517320
205792256,20619566,2007000946432,"420099609001",38,2,1,1,0,,513924238
205792257,20619761,2007000946432,"420099610002",39,1,1,1,1,,513519562
205792259,20619761,2007000946432,"420099609001",16,2,1,1,2,450114476,513518590
205792261,20619761,2007000946432,"420099609001",38,2,1,1,0,,513518589
205792262,20620915,2007000946432,"420099609001",39,1,1,1,1,,513518303
205792264,20620915,2007000946432,"420099608004",16,2,1,1,2,450114476,513516839
205792266,20620915,2007000946432,"420099608004",38,2,1,1,0,,513517732
205792268,20623188,2007000946432,"420099606002",16,1,1,1,2,450145257,
205792271,20623188,2007000946432,"420099610002",38,2,1,1,0,,513921445
205792272,20623445,2007000946432,"420099608003",39,1,1,1,1,,513923407
205792274,20623445,2007000946432,"420099608004",16,2,1,1,2,450145257,513518456
205792275,20623445,2007000946432,"420099610002",17,1,1,1,2,450145257,513881279
205792279,20623662,2007000946432,"420099606002",16,2,1,1,2,450145257,513518303
205792281,20623662,2007000946432,"420099608004",38,2,1,1,0,,513913334
205792288,20623848,2007000946432,"420099606002",16,1,1,1,2,450078419,
205792290,20623848,2007000946432,"420099606002",17,1,1,1,2,450078419,513517769
205792291,20623848,2007000946432,"420099606002",38,2,1,1,0,,513519345
205792293,20624139,2007000946432,"420099608003",16,1,1,1,2,450145257,
205792294,20624139,2007000946432,"420099608003",16,2,1,1,2,450145257,513518476
205792295,20624139,2007000946432,"420099608003",17,1,1,1,2,450145257,513518379
205792298,20625970,2007000946432,"420099609001",16,1,1,1,2,450122302,
205792300,20625970,2007000946432,"420099610002",17,1,1,1,2,450122302,508534988
205792301,20625970,2007000946432,"420099608004",38,2,1,1,0,,513518951
205792302,20626493,2007000946432,"420099609001",39,1,1,1,1,,513519199
205792304,20626493,2007000946432,"420099606002",16,2,1,1,2,450122302,513518851
205792307,20630279,2007000946432,"420099606002",39,1,1,1,1,,513518921
205792308,20630279,2007000946432,"420099608004",16,1,1,1,2,450108340,
205792311,20630279,2007000946432,"420099608003",38,2,1,1,0,,513518273
205792314,20630470,2007000946432,"420099609001",16,2,1,1,2,450108340,513518360
205792315,20630470,2007000946432,"420099608003",17,1,1,1,2,450108340,513520190
205792319,20630647,2007000946432,"420099609001",16,2,1,1,2,450108340,513516797
205792320,20630647,2007000946432,"420099609001",17,1,1,1,2,450108340,508244212
205792328,20631506,2007000946432,"420099608004",16,1,1,1,2,450108340,
205792330,20631506,2007000946432,"420099608001",17,1,1,1,2,450108340,513518258
205792331,20631506,2007000946432,"420099608001",38,2,1,1,0,,513518303
205792332,20631611,2007000946432,"420099608001",39,1,1,1,1,,513524630
205792333,20631611,2007000946432,"420099608003",16,1,1,1,2,450114476,
205792335,20631611,2007000946432,"420099609001",17,1,1,1,2,450114476,508536970
205792337,20631999,2007000946432,"420099608003",39,1,1,1,1,,513518908
205792341,20631999,2007000946432,"420099609001",38,2,1,1,0,,513518409
205792343,20632109,2007000946432,"420099609001",16,1,1,1,2,450114476,
205792345,20632109,2007000946432,"420099609001",17,1,1,1,2,450114476,513487115
205792346,20632109,2007000946432,"420099608001",38,2,1,1,0,,513517694
205792349,20632208,2007000946432,"420099610002",16,2,1,1,2,450114476,513516737
205792350,20632208,2007000946432,"420099608003",17,1,1,1,2,450114476,514111219
205792351,20632208,2007000946432,"420099609001",38,2,1,1,0,,513518026
205792352,20633052,2007000946432,"420099608004",39,1,1,1,1,,513517316
205792354,20633052,2007000946432,"420099606002",16,2,1,1,2,450114476,513518326
205792355,20633052,2007000946432,"420099606002",17,1,1,1,2,450114476,513518291
205792358,20634624,2007000946432,"420099608001",16,1,1,1,2,450108340,
205792373,20635860,2007000946432,"420099608001",16,1,1,1,2,450130825,
205792374,20635860,2007000946432,"420099609001",16,2,1,1,2,450130825,508347963
205792376,20635860,2007000946432,"420099608003",38,2,1,1,0,,508537289
205792379,20635946,2007000946432,"420099608003",16,2,1,1,2,450130825,513516983
205807029,20618091,2007000946432,"420099608004",86,1,1,1,1,,
205807031,20622730,2007000946432,"420099606002",86,1,1,1,1,,
205807033,20624390,2007000946432,"420099608004",86,1,1,1,1,,
205807034,20624390,2007000946432,"420099608001",79,2,1,1,0,,
205807036,20628910,2007000946432,"420099608001",79,2,1,1,0,,
205807038,20632230,2007000946432,"420099608004",79,2,1,1,0,,
205807041,20633313,2007000946432,"420099608004",86,1,1,1,1,,
205842293,20634449,2007000946432,"420099608001",50,1,1,1,0,,513518026
205842294,20634449,2007000946432,"420099608003",47,2,1,1,1,,
205929317,20634144,2007000946432,"420099609001",78,1,1,1,0,,
205988966,20618048,2007000946432,"420099610002",64,1,1,1,0,,
205988967,20619091,2007000946432,"420099608001",64,1,1,1,0,,
205988968,20619554,2007000946432,"420099608001",64,1,1,1,0,,
205988969,20621188,2007000946432,"420099608003",64,1,1,1,0,,
205988970,20621931,2007000946432,"420099608001",64,1,1,1,0,,
205988971,20622412,2007000946432,"420099608003",64,1,1,1,0,,
205988972,20623019,2007000946432,"420099608001",64,1,1,1,0,,
205988974,20624454,2007000946432,"420099609001",64,1,1,1,0,,
205988976,20626063,2007000946432,"420099608004",64,1,1,1,0,,
205988977,20627888,2007000946432,"420099609001",64,1,1,1,0,,
205988980,20628677,2007000946432,"420099608004",64,1,1,1,0,,
205988982,20629613,2007000946432,"420099606002",64,1,1,1,0,,
205988983,20630062,2007000946432,"420099608004",64,1,1,1,0,,
205988984,20630778,2007000946432,"420099610002",64,1,1,1,0,,
205988986,20632254,2007000946432,"420099610002",64,1,1,1,0,,
205988987,20632282,2007000946432,"420099608004",64,1,1,1,0,,
205988988,20632893,2007000946432,"420099608003",64,1,1,1,0,,
206014254,20620989,2007000946432,"420099609001",51,2,1,1,0,,513518450
206014255,20634982,2007000946432,"420099608001",18,2,1,1,2,450108340,
206014258,20691169,2007000946432,"420099608004",51,2,1,1,0,,513225900
206129793,20617649,2007000946432,"420099608001",26,2,1,1,1,,513925795
206129799,20623930,2007000946432,"420099608003",26,2,1,1,1,,508534954
206129800,20625637,2007000946432,"420099608004",25,1,1,1,0,,513518917
206129804,20635909,2007000946432,"420099609001",25,1,1,1,0,,513519145
206181680,20617897,2007000946432,"420099608001",75,2,1,1,0,,
206181684,20619857,2007000946432,"420099609001",75,2,1,1,0,,
206181688,20626299,2007000946432,"420099608001",75,2,1,1,0,,
206181690,20628433,2007000946432,"420099609001",75,2,1,1,0,,
206181693,20634492,2007000946432,"420099608004",75,2,1,1,0,,
206181694,20691104,2007000946432,"420099610002",75,2,1,1,0,,
206230944,20617505,2007000946432,"420099608001",21,1,1,1,2,,513519440
206230950,20623573,2007000946432,"420099608004",15,2,1,1,2,450052597,
206230952,20636169,2007000946432,"420099608004",21,1,1,1,2,,508537586
206230953,20636169,2007000946432,"420099608001",12,1,1,1,2,450130825,
206230954,20636169,2007000946432,"420099608004",15,2,1,1,2,450060242,
206238425,20634958,2007000946432,"420099608001",17,2,1,1,2,450108340,508537883
206238426,20634958,2007000946432,"420099608003",48,1,1,1,1,,508537678
206239561,20622069,2007000946432,"420099606002",28,2,1,1,0,,513516767
206239562,20622069,2007000946432,"420099608004",0,2,1,1,2,,
206239565,20626346,2007000946432,"420099610002",0,2,1,1,2,,
206239566,20626346,2007000946432,"420099609001",6,1,1,1,2,450122301,
206239569,20626429,2007000946432,"420099606002",6,1,1,1,2,450122301,
206295650,20622065,2007000946432,"420099608003",60,2,1,1,0,,513518367
206295651,20628915,2007000946432,"420099609001",62,1,1,1,1,,513518400
206340875,20619134,2007000946432,"420099606002",36,2,1,1,0,,513518804
206340876,20619134,2007000946432,"420099608001",17,2,1,1,2,450145257,
206340879,20630547,2007000946432,"420099609001",17,2,1,1,2,450108340,
206340880,20630547,2007000946432,"420099608004",36,1,1,1,1,,513518708
206340882,20631283,2007000946432,"420099610002",17,2,1,1,2,450108340,
206435149,20620502,2007000946432,"420099608001",48,1,1,1,0,,513519010
206435150,20620502,2007000946432,"420099608001",45,2,1,1,1,,513517394
206435151,20625726,2007000946432,"420099608003",48,1,1,1,0,,513924446
206435152,20625726,2007000946432,"420099608001",45,2,1,1,1,,513516927
206508942,20619727,2007000946432,"420099610002",78,1,1,1,0,,
206508943,20619727,2007000946432,"420099608001",78,2,1,1,1,,
206508944,20620863,2007000946432,"420099606002",78,1,1,1,0,,
206508945,20620863,2007000946432,"420099608003",78,2,1,1,1,,
206508947,20623154,2007000946432,"420099609001",78,2,1,1,1,,
206508948,20629339,2007000946432,"420099610002",78,1,1,1,0,,
206508951,20632768,2007000946432,"420099609001",78,2,1,1,1,,
206710666,20620091,2007000946432,"420099609001",2,1,1,1,2,,
206710667,20620091,2007000946432,"420099609001",32,2,1,1,1,,513518507
206710668,20620091,2007000946432,"420099609001",33,1,1,1,0,,513922336
206710670,20622332,2007000946432,"420099609001",2,1,1,1,2,,
206710672,20622332,2007000946432,"420099609001",33,1,1,1,0,,513518082
206710673,20622332,2007000946432,"420099608004",9,1,1,1,2,450145256,
206710674,20627943,2007000946432,"420099608004",2,1,1,1,2,,
206710679,20628717,2007000946432,"420099608003",32,2,1,1,1,,508536674
206710681,20628717,2007000946432,"420099610002",9,1,1,1,2,450108324,
206711854,20635840,2007000946432,"420099608003",44,1,1,1,0,,513519900
206711855,20690757,2007000946432,"420099608003",19,1,1,1,2,,508536768
206711856,20690757,2007000946432,"420099608003",44,1,1,1,0,,508538649
206711858,20690788,2007000946432,"420099608003",44,1,1,1,0,,513516852
206740937,20630813,2007000946432,"420099609001",36,2,1,1,0,,
206750793,20628536,2007000946432,"420099608004",19,2,1,1,2,,
206750794,20628536,2007000946432,"420099609001",37,2,1,1,0,,
206750795,20632955,2007000946432,"420099610002",34,1,1,1,1,,
206802432,20626231,2007000946432,"420099610002",49,1,1,1,0,,513520732
206802433,20626231,2007000946432,"420099609001",44,2,1,1,1,,513518851
206802435,20629493,2007000946432,"420099608003",44,2,1,1,1,,513518098
206804815,20626155,2007000946432,"420099608003",42,1,1,1,0,,513524005
206804817,20630520,2007000946432,"420099608004",42,1,1,1,0,,513518196
206804819,20634846,2007000946432,"420099606002",42,1,1,1,0,,508537082
206804820,20635440,2007000946432,"420099606002",42,1,1,1,0,,513518448
206965130,20618375,2007000946432,"420099608004",39,1,1,1,0,,513519440
206965131,20618375,2007000946432,"420099606002",1,2,1,1,2,,
206965135,20620495,2007000946432,"420099609001",38,2,1,1,1,,513515426
206965136,20620495,2007000946432,"420099608001",39,1,1,1,0,,513225894
206965139,20621647,2007000946432,"420099610002",39,1,1,1,0,,513514977
206965140,20621647,2007000946432,"420099608001",1,2,1,1,2,,
206965142,20621953,2007000946432,"420099609001",39,1,1,1,0,,513518086
206965143,20621953,2007000946432,"420099608003",1,2,1,1,2,,
206965144,20623105,2007000946432,"420099608001",38,2,1,1,1,,513913931
206965145,20623105,2007000946432,"420099609001",39,1,1,1,0,,513915109
206965146,20623105,2007000946432,"420099610002",1,2,1,1,2,,
206965147,20625063,2007000946432,"420099609001",38,2,1,1,1,,513518379
206965148,20625063,2007000946432,"420099608003",39,1,1,1,0,,513521342
206965149,20625063,2007000946432,"420099606002",1,2,1,1,2,,
206965150,20628074,2007000946432,"420099608001",38,2,1,1,1,,513518150
206965153,20630874,2007000946432,"420099608001",38,2,1,1,1,,513923744
206965154,20630874,2007000946432,"420099608004",39,1,1,1,0,,513519516
206965155,20630874,2007000946432,"420099609001",1,2,1,1,2,,
206965158,20632567,2007000946432,"420099608004",1,2,1,1,2,,
206965159,20634042,2007000946432,"420099610002",38,2,1,1,1,,513523381
206965160,20634042,2007000946432,"420099608004",39,1,1,1,0,,508537452
206965162,20634131,2007000946432,"420099609001",38,2,1,1,1,,513518042
206965163,20634131,2007000946432,"420099608003",39,1,1,1,0,,513519107
206965165,20634668,2007000946432,"420099609001",38,2,1,1,1,,513520670
206965166,20634668,2007000946432,"420099608001",39,1,1,1,0,,508537966
207021023,20619709,2007000946432,"420099608004",57,1,1,1,1,,513925395
207021025,20619709,2007000946432,"420099608003",50,2,1,1,0,,513916071
207021031,20626411,2007000946432,"420099608003",23,2,1,1,2,,513518873
207021033,20630606,2007000946432,"420099608004",57,1,1,1,1,,513519732
207021035,20630606,2007000946432,"420099606002",50,2,1,1,0,,513517712
207021037,20630606,2007000946432,"420099610002",26,1,1,1,6,,513517899
207021038,20635900,2007000946432,"420099608001",57,1,1,1,1,,508537782
207021039,20635900,2007000946432,"420099608004",19,1,1,1,2,,
207021040,20635900,2007000946432,"420099608003",50,2,1,1,0,,508537000
207021041,20635900,2007000946432,"420099608004",23,2,1,1,2,,508537856
207026567,20621654,2007000946432,"420099608004",51,2,1,1,1,,513519032
207026568,20621654,2007000946432,"420099609001",50,1,1,1,0,,513516784
207026569,20622797,2007000946432,"420099608004",51,2,1,1,1,,513921500
207026571,20624442,2007000946432,"420099608001",51,2,1,1,1,,513519765
207026573,20624742,2007000946432,"420099606002",51,2,1,1,1,,513518113
207026575,20628862,2007000946432,"420099608001",51,2,1,1,1,,513518334
207314519,20618138,2007000946432,"420099610002",16,1,1,1,2,450063600,
207314520,20619196,2007000946432,"420099609001",47,2,1,1,0,,
207314521,20619196,2007000946432,"420099608004",16,1,1,1,2,450063600,
207314526,20628887,2007000946432,"420099606002",47,2,1,1,0,,
207400749,20631577,2007000946432,"420099610002",22,1,1,1,0,,513518257
207400750,20634691,2007000946432,"420099608004",22,1,1,1,0,,508538175
207412442,20628535,2007000946432,"420099610002",26,1,1,1,10,,
207412448,20630997,2007000946432,"420099608003",26,1,1,1,10,,
207412449,20630997,2007000946432,"420099609001",0,1,1,1,2,,
207412450,20631679,2007000946432,"420099608003",21,2,1,1,0,,
207412451,20631679,2007000946432,"420099608001",26,1,1,1,10,,
207412452,20631679,2007000946432,"420099609001",0,1,1,1,2,,
