sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
184837193,11056440,2008000064196,"420659509004",25,1,1,3,10,,514269445
184837194,11056440,2008000064196,"420659509004",22,2,1,1,0,,
184837197,11061349,2008000064196,"420659513001",22,2,1,1,0,,
184837198,11061349,2008000064196,"420659513001",2,1,1,2,2,,
184837199,11061394,2008000064196,"420659513001",25,1,1,3,10,,514268873
184837200,11061394,2008000064196,"420659513001",22,2,1,1,0,,
184837201,11061394,2008000064196,"420659513001",2,1,1,2,2,,
184837203,11062220,2008000064196,"420659513003",22,2,1,1,0,,
184865382,11053947,2008000064860,"420659508001",84,1,1,1,0,,
184865483,11044427,2008000064865,"420659501002",63,1,1,2,1,,
184865485,11046175,2008000064865,"420659503001",63,1,1,2,1,,
184865486,11046175,2008000064865,"420659503001",72,2,1,1,0,,
184865487,11048190,2008000064865,"420659503005",63,1,1,2,1,,
184865490,11050708,2008000064865,"420659506002",72,2,1,1,0,,
184865491,11052178,2008000064865,"420659506005",63,1,1,2,1,,
184865495,11053656,2008000064865,"420659508001",63,1,1,2,1,,
184865496,11053656,2008000064865,"420659508001",72,2,1,1,0,,
184865497,11057484,2008000064865,"420659510002",63,1,1,2,1,,
184865499,11058935,2008000064865,"420659511002",63,1,1,2,1,,
184865500,11058935,2008000064865,"420659511002",72,2,1,1,0,,
184865501,11060811,2008000064865,"420659512003",63,1,1,2,1,,
184865502,11060811,2008000064865,"420659512003",72,2,1,1,0,,
184928065,11057624,2008000066331,"420659510003",57,1,1,1,0,,
184928066,11057624,2008000066331,"420659510003",15,2,1,3,2,450150577,
185019977,11059167,2008000068559,"420659511003",48,2,1,1,0,,513937100
185019978,11059453,2008000068559,"420659511004",48,2,1,1,0,,514268539
185174778,11050559,2008000072151,"420659506002",65,2,1,1,0,,
185182604,11060822,2008000072340,"420659512003",53,2,1,2,1,,514268812
185595485,11045990,2008000082115,"420659502003",67,1,1,1,0,,514269751
185595487,11046659,2008000082115,"420659503002",67,1,1,1,0,,514259145
185595488,11046659,2008000082115,"420659503002",64,2,1,2,1,,514273164
185595489,11049298,2008000082115,"420659505001",67,1,1,1,0,,514270406
185595490,11049298,2008000082115,"420659505001",64,2,1,2,1,,514268093
185595491,11057641,2008000082115,"420659510003",67,1,1,1,0,,514268812
185595494,11057727,2008000082115,"420659510003",64,2,1,2,1,,514268744
185615184,11045367,2008000082589,"420659502002",50,1,1,1,0,,501986955
185615185,11045367,2008000082589,"420659502002",27,1,1,2,2,,
185615187,11045461,2008000082589,"420659502002",27,1,1,2,2,,
185615188,11045462,2008000082589,"420659502002",50,1,1,1,0,,514269816
185615190,11049372,2008000082589,"420659505001",50,1,1,1,0,,514268195
185615192,11049377,2008000082589,"420659505001",50,1,1,1,0,,514268289
185615193,11049377,2008000082589,"420659505001",27,1,1,2,2,,
185615195,11049461,2008000082589,"420659505001",27,1,1,2,2,,
185615196,11053171,2008000082589,"420659507003",50,1,1,1,0,,511430313
185615197,11053171,2008000082589,"420659507003",27,1,1,2,2,,
185683099,11053209,2008000084354,"420659507003",55,1,1,1,0,,514270670
185683103,11060453,2008000084354,"420659512002",55,1,1,1,0,,514268522
185713561,11044796,2008000085073,"420659501002",8,2,1,2,2,450110701,
185713562,11044796,2008000085073,"420659501002",7,1,1,3,2,450066968,
185713563,11044796,2008000085073,"420659501002",5,2,1,4,2,450120306,
185713564,11044796,2008000085073,"420659501002",27,2,1,1,0,,514270454
185713565,11048214,2008000085073,"420659503005",8,2,1,2,2,450110701,
185713567,11048214,2008000085073,"420659503005",5,2,1,4,2,450102519,
185713568,11048214,2008000085073,"420659503005",27,2,1,1,0,,514270454
185713569,11055120,2008000085073,"420659509001",8,2,1,2,2,450110701,
185713573,11057078,2008000085073,"420659510001",8,2,1,2,2,450150578,
185713574,11057078,2008000085073,"420659510001",7,1,1,3,2,450066968,
185713575,11057078,2008000085073,"420659510001",5,2,1,4,2,450102519,
185713576,11057078,2008000085073,"420659510001",27,2,1,1,0,,514268641
185797599,11045594,2008000087009,"420659502002",26,2,1,6,6,,
185797601,11045594,2008000087009,"420659502002",4,2,1,5,5,,
185797605,11045594,2008000087009,"420659502002",61,1,1,7,10,,
185797607,11046143,2008000087009,"420659503001",5,2,1,4,5,,
185797608,11046143,2008000087009,"420659503001",4,2,1,5,5,,
185797609,11046143,2008000087009,"420659503001",49,2,1,1,0,,
185797611,11046143,2008000087009,"420659503001",28,1,1,3,2,,
185797612,11046143,2008000087009,"420659503001",61,1,1,7,10,,
185797613,11048202,2008000087009,"420659503005",26,2,1,6,6,,
185797614,11048202,2008000087009,"420659503005",5,2,1,4,5,,
185797616,11048202,2008000087009,"420659503005",49,2,1,1,0,,
185797617,11048202,2008000087009,"420659503005",30,1,1,2,2,,514268238
185797619,11048202,2008000087009,"420659503005",61,1,1,7,10,,
185797620,11050029,2008000087009,"420659506001",26,2,1,6,6,,
185797622,11050029,2008000087009,"420659506001",4,2,1,5,5,,
185797624,11050029,2008000087009,"420659506001",30,1,1,2,2,,514268116
185797625,11050029,2008000087009,"420659506001",28,1,1,3,2,,
185797626,11050029,2008000087009,"420659506001",61,1,1,7,10,,
185797627,11050117,2008000087009,"420659506001",26,2,1,6,6,,
185797628,11050117,2008000087009,"420659506001",5,2,1,4,5,,
185797629,11050117,2008000087009,"420659506001",4,2,1,5,5,,
185797634,11053942,2008000087009,"420659508001",26,2,1,6,6,,
185797636,11053942,2008000087009,"420659508001",4,2,1,5,5,,
185797639,11053942,2008000087009,"420659508001",28,1,1,3,2,,
185797642,11054041,2008000087009,"420659508002",5,2,1,4,5,,
185797644,11054041,2008000087009,"420659508002",49,2,1,1,0,,
185797645,11054041,2008000087009,"420659508002",30,1,1,2,2,,514271111
185797647,11054041,2008000087009,"420659508002",61,1,1,7,10,,
185797649,11054388,2008000087009,"420659508002",5,2,1,4,5,,
185797654,11054388,2008000087009,"420659508002",61,1,1,7,10,,
185797662,11057099,2008000087009,"420659510001",26,2,1,6,6,,
185797664,11057099,2008000087009,"420659510001",4,2,1,5,5,,
185797666,11057099,2008000087009,"420659510001",30,1,1,2,2,,513932256
185797669,11057119,2008000087009,"420659510001",26,2,1,6,6,,
185797671,11057119,2008000087009,"420659510001",4,2,1,5,5,,
185797674,11057119,2008000087009,"420659510001",28,1,1,3,2,,
185797682,11058029,2008000087009,"420659510004",61,1,1,7,10,,
185797685,11060877,2008000087009,"420659512003",4,2,1,5,5,,
185797687,11060877,2008000087009,"420659512003",30,1,1,2,2,,514268863
185819689,11044645,2008000087519,"420659501002",40,2,1,1,0,,514269717
185875614,11050110,2008000088834,"420659506001",14,2,1,3,2,450110845,
185875615,11050110,2008000088834,"420659506001",50,1,1,2,1,,514268002
185875617,11053122,2008000088834,"420659507003",14,2,1,3,2,450132231,
185882382,11054485,2008000089003,"420659508002",90,2,1,1,0,,
185882383,11056234,2008000089003,"420659509004",90,2,1,1,0,,
185902306,11056397,2008000089481,"420659509004",36,1,1,1,0,,513991351
185902307,11059430,2008000089481,"420659511004",36,1,1,1,0,,514269199
185947999,11044471,2008000090543,"420659501002",64,1,1,1,0,,
185948004,11047130,2008000090543,"420659503003",66,2,1,2,1,,
185948005,11047130,2008000090543,"420659503003",64,1,1,1,0,,
185948007,11050657,2008000090543,"420659506002",64,1,1,1,0,,
185948010,11051446,2008000090543,"420659506003",66,2,1,2,1,,
185948017,11060157,2008000090543,"420659512002",64,1,1,1,0,,
185948018,11061317,2008000090543,"420659513001",66,2,1,2,1,,
186049311,11050205,2008000093043,"420659506001",48,2,1,2,1,,
186214420,11046834,2008000096930,"420659503002",33,1,1,1,0,,514270454
186214423,11060582,2008000096930,"420659512002",33,1,1,1,0,,514269329
186263662,11054358,2008000098151,"420659508002",34,1,1,1,0,,514270144
186263663,11061030,2008000098151,"420659512003",34,1,1,1,0,,514268522
186263664,11062031,2008000098151,"420659513002",34,1,1,1,0,,514272885
186263665,11062179,2008000098151,"420659513003",34,1,1,1,0,,514268737
186302104,11044203,2008000099042,"420659501001",1,1,1,4,2,,
186302105,11044203,2008000099042,"420659501001",33,1,1,1,0,,514269667
186302107,11044203,2008000099042,"420659501001",3,2,1,3,2,,
186302109,11044255,2008000099042,"420659501001",33,1,1,1,0,,514269717
186302111,11044255,2008000099042,"420659501001",3,2,1,3,2,,
186302113,11046108,2008000099042,"420659503001",33,1,1,1,0,,514268046
186302117,11051441,2008000099042,"420659506003",33,1,1,1,0,,514261043
186302122,11061744,2008000099042,"420659513002",31,2,1,2,1,,514269305
186311501,11044541,2008000099249,"420659501002",3,2,1,4,11,,
186311503,11044541,2008000099249,"420659501002",37,1,1,1,0,,
186311504,11044541,2008000099249,"420659501002",5,1,1,3,2,,
186311506,11045435,2008000099249,"420659502002",3,2,1,4,11,,
186311507,11045435,2008000099249,"420659502002",41,2,1,2,1,,514265913
186311511,11047254,2008000099249,"420659503003",3,2,1,4,11,,
186311513,11047254,2008000099249,"420659503003",37,1,1,1,0,,
186311514,11047254,2008000099249,"420659503003",5,1,1,3,2,,
186311515,11047254,2008000099249,"420659503003",2,2,1,5,11,,
186311516,11058825,2008000099249,"420659511002",3,2,1,4,11,,
186321439,11050572,2008000099481,"420659506002",41,2,1,1,0,,514268233
186321440,11050572,2008000099481,"420659506002",14,1,1,2,2,450110845,
186321443,11050572,2008000099481,"420659506002",8,2,1,4,2,450129160,
186321449,11053671,2008000099481,"420659508001",41,2,1,1,0,,514270280
186321451,11053671,2008000099481,"420659508001",11,1,1,3,2,450111632,
186321452,11053671,2008000099481,"420659508001",35,2,1,5,10,,514270124
186321453,11053671,2008000099481,"420659508001",8,2,1,4,2,450110701,
186321454,11056404,2008000099481,"420659509004",41,2,1,1,0,,513988565
186321455,11056404,2008000099481,"420659509004",14,1,1,2,2,450150577,
186321456,11056404,2008000099481,"420659509004",11,1,1,3,2,450150577,
186321459,11056667,2008000099481,"420659509004",41,2,1,1,0,,514269327
186321460,11056667,2008000099481,"420659509004",14,1,1,2,2,450150577,
186321462,11056667,2008000099481,"420659509004",35,2,1,5,10,,513933751
186321467,11057616,2008000099481,"420659510003",35,2,1,5,10,,514269772
186321468,11057616,2008000099481,"420659510003",8,2,1,4,2,450150578,
186321470,11057741,2008000099481,"420659510003",14,1,1,2,2,450150578,
186321474,11057866,2008000099481,"420659510004",41,2,1,1,0,,514402686
186321475,11057866,2008000099481,"420659510004",14,1,1,2,2,450150578,
186321476,11057866,2008000099481,"420659510004",11,1,1,3,2,450150578,
186321477,11057866,2008000099481,"420659510004",35,2,1,5,10,,514269840
186321478,11057866,2008000099481,"420659510004",8,2,1,4,2,450150578,
186321619,11045170,2008000099493,"420659502001",66,2,1,2,1,,
186321620,11045170,2008000099493,"420659502001",64,1,1,1,0,,514270908
186321621,11045474,2008000099493,"420659502002",66,2,1,2,1,,
186321622,11045474,2008000099493,"420659502002",64,1,1,1,0,,514269702
186321626,11053021,2008000099493,"420659507003",64,1,1,1,0,,514269240
186321629,11059399,2008000099493,"420659511004",66,2,1,2,1,,
186321630,11059399,2008000099493,"420659511004",64,1,1,1,0,,514268289
186366287,11045679,2008000100542,"420659502002",7,1,1,3,2,450110701,
186366289,11045679,2008000100542,"420659502002",6,1,1,4,2,450110701,
186366290,11045679,2008000100542,"420659502002",26,2,1,2,1,,
186366291,11047368,2008000100542,"420659503003",7,1,1,3,2,450129160,
186366292,11047368,2008000100542,"420659503003",38,1,1,1,0,,514268309
186366293,11047368,2008000100542,"420659503003",6,1,1,4,2,450145390,
186366295,11049692,2008000100542,"420659505002",7,1,1,3,2,450129160,
186366296,11049692,2008000100542,"420659505002",38,1,1,1,0,,514267752
186366298,11049692,2008000100542,"420659505002",26,2,1,2,1,,
186366299,11055478,2008000100542,"420659509001",7,1,1,3,2,450139177,
186366300,11055478,2008000100542,"420659509001",38,1,1,1,0,,514006648
186366301,11055478,2008000100542,"420659509001",6,1,1,4,2,450139177,
186366302,11055478,2008000100542,"420659509001",26,2,1,2,1,,
186525378,11044336,2008000104216,"420659501001",22,1,1,2,1,,514269695
186525379,11044336,2008000104216,"420659501001",26,2,1,1,0,,514271106
186538747,11049152,2008000104528,"420659505001",16,1,1,3,2,450110845,
186538749,11049152,2008000104528,"420659505001",46,2,1,2,1,,
186538750,11049606,2008000104528,"420659505002",16,1,1,3,2,450110845,
186538752,11049606,2008000104528,"420659505002",46,2,1,2,1,,
186538755,11050839,2008000104528,"420659506002",46,2,1,2,1,,
186538760,11057048,2008000104528,"420659510001",44,1,1,1,0,,513930165
186538761,11057048,2008000104528,"420659510001",46,2,1,2,1,,
186538762,11057832,2008000104528,"420659510004",16,1,1,3,2,450132231,
186538765,11057943,2008000104528,"420659510004",16,1,1,3,2,450150577,
186538767,11057943,2008000104528,"420659510004",46,2,1,2,1,,
186538769,11059686,2008000104528,"420659511004",44,1,1,1,0,,514268780
186585346,11045047,2008000105636,"420659502001",44,1,1,2,1,,
186585347,11045047,2008000105636,"420659502001",17,2,1,3,2,450110702,513470448
186585348,11045047,2008000105636,"420659502001",17,2,1,4,2,450110702,514269695
186585350,11057844,2008000105636,"420659510004",44,1,1,2,1,,
186585351,11057844,2008000105636,"420659510004",17,2,1,3,2,450150577,514271194
186585352,11057844,2008000105636,"420659510004",17,2,1,4,2,450150577,514269051
186642590,11045591,2008000107058,"420659502002",43,1,1,1,0,,501986955
186642591,11047319,2008000107058,"420659503003",13,2,1,2,2,450129160,
186642593,11047319,2008000107058,"420659503003",6,1,1,3,2,450110701,
186642594,11047319,2008000107058,"420659503003",43,1,1,1,0,,514270705
186642595,11050197,2008000107058,"420659506001",13,2,1,2,2,450110845,
186642597,11050197,2008000107058,"420659506001",6,1,1,3,2,450149079,
186642598,11050197,2008000107058,"420659506001",43,1,1,1,0,,514267998
186642600,11051416,2008000107058,"420659506003",42,2,1,4,12,,514268002
186642602,11051416,2008000107058,"420659506003",43,1,1,1,0,,514243635
186642603,11051694,2008000107058,"420659506004",13,2,1,2,2,450129160,
186642606,11051694,2008000107058,"420659506004",43,1,1,1,0,,514269097
186642607,11053623,2008000107058,"420659508001",13,2,1,2,2,450150578,
186642608,11053623,2008000107058,"420659508001",42,2,1,4,12,,514270608
186642610,11053623,2008000107058,"420659508001",43,1,1,1,0,,514271561
186642612,11056599,2008000107058,"420659509004",42,2,1,4,12,,517079891
186642613,11056599,2008000107058,"420659509004",6,1,1,3,2,450139177,
186642614,11056599,2008000107058,"420659509004",43,1,1,1,0,,514268112
186643503,11047976,2008000107080,"420659503005",83,1,1,1,0,,
186643505,11048772,2008000107080,"420659504002",83,1,1,1,0,,
186643507,11049157,2008000107080,"420659505001",83,1,1,1,0,,
186643509,11052121,2008000107080,"420659506005",83,1,1,1,0,,
186643512,11056104,2008000107080,"420659509003",76,2,1,2,1,,
186643514,11057736,2008000107080,"420659510003",76,2,1,2,1,,
186717213,11044083,2008000108819,"420659501001",30,1,1,1,0,,514271525
186717214,11044083,2008000108819,"420659501001",49,2,1,3,10,,514270454
186717217,11057121,2008000108819,"420659510001",49,2,1,3,10,,514268741
186717218,11057461,2008000108819,"420659510002",12,1,1,2,2,450150578,
186717219,11057461,2008000108819,"420659510002",30,1,1,1,0,,514270389
186717223,11057532,2008000108819,"420659510002",49,2,1,3,10,,513499769
186813582,11050985,2008000111138,"420659506003",59,2,1,1,0,,
186813583,11054317,2008000111138,"420659508002",59,2,1,1,0,,
186911866,11049532,2008000113446,"420659505001",80,1,1,1,0,,
186911870,11052495,2008000113446,"420659507001",80,1,1,1,0,,
186911874,11056591,2008000113446,"420659509004",80,1,1,1,0,,
186911875,11057449,2008000113446,"420659510002",80,1,1,1,0,,
186911876,11062443,2008000113446,"420659513003",80,1,1,1,0,,
186978171,11057614,2008000114950,"420659510003",41,1,1,1,0,,513934046
187035377,11049497,2008000116329,"420659505001",66,2,1,2,1,,
187105073,11046383,2008000118023,"420659503001",74,1,1,2,1,,
187105074,11049037,2008000118023,"420659504003",71,2,1,1,0,,
187105075,11049037,2008000118023,"420659504003",74,1,1,2,1,,
187105076,11056331,2008000118023,"420659509004",71,2,1,1,0,,
187105077,11056331,2008000118023,"420659509004",74,1,1,2,1,,
187105079,11057674,2008000118023,"420659510003",74,1,1,2,1,,
187105081,11059396,2008000118023,"420659511004",74,1,1,2,1,,
187223634,11046133,2008000120720,"420659503001",81,1,1,1,0,,
187223636,11058324,2008000120720,"420659511001",81,1,1,1,0,,
187223638,11058424,2008000120720,"420659511001",81,1,1,1,0,,
187453675,11047120,2008000126112,"420659503003",3,2,1,4,2,,
187453676,11047120,2008000126112,"420659503003",5,2,1,3,2,,
187453678,11049490,2008000126112,"420659505001",45,1,1,2,1,,514267945
187453681,11049490,2008000126112,"420659505001",37,2,1,1,0,,514269861
187481841,11047059,2008000126815,"420659503003",29,1,1,1,0,,514271561
187498528,11043994,2008000127232,"420659501001",23,1,1,1,0,,514269445
187609368,11044106,2008000129901,"420659501001",50,1,1,2,1,,514269695
187609370,11044106,2008000129901,"420659501001",21,2,1,4,2,,514268945
187609371,11044106,2008000129901,"420659501001",23,1,1,3,2,,
187609372,11044106,2008000129901,"420659501001",53,2,1,1,0,,514269644
187609373,11044938,2008000129901,"420659502001",50,1,1,2,1,,514269697
187609374,11044938,2008000129901,"420659502001",18,1,1,5,2,450110702,506625112
187609375,11044938,2008000129901,"420659502001",21,2,1,4,2,,514269840
187609376,11044938,2008000129901,"420659502001",23,1,1,3,2,,
187609379,11045440,2008000129901,"420659502002",18,1,1,5,2,450110702,514270700
187609380,11045440,2008000129901,"420659502002",21,2,1,4,2,,514269450
187609381,11045440,2008000129901,"420659502002",23,1,1,3,2,,
187609382,11045440,2008000129901,"420659502002",53,2,1,1,0,,514269649
187609385,11051134,2008000129901,"420659506003",21,2,1,4,2,,514268289
187609389,11052035,2008000129901,"420659506005",18,1,1,5,2,450110845,514267643
187609390,11052035,2008000129901,"420659506005",21,2,1,4,2,,514268221
187609391,11052035,2008000129901,"420659506005",23,1,1,3,2,,
187609393,11055430,2008000129901,"420659509001",50,1,1,2,1,,514268821
187609394,11055430,2008000129901,"420659509001",18,1,1,5,2,450150577,513988354
187609396,11055430,2008000129901,"420659509001",23,1,1,3,2,,
187609398,11057650,2008000129901,"420659510003",50,1,1,2,1,,514261428
187609399,11057650,2008000129901,"420659510003",18,1,1,5,2,450150577,514013394
187609401,11057650,2008000129901,"420659510003",23,1,1,3,2,,
187630126,11044627,2008000130389,"420659501002",12,2,1,3,2,450110702,
187630127,11044627,2008000130389,"420659501002",42,1,1,1,0,,514269734
187630128,11044627,2008000130389,"420659501002",15,2,1,2,2,450110702,
187669308,11045915,2008000131260,"420659502003",62,1,1,1,0,,
187669309,11045915,2008000131260,"420659502003",60,2,1,2,1,,
187669311,11047594,2008000131260,"420659503004",60,2,1,2,1,,
187669312,11048485,2008000131260,"420659504001",62,1,1,1,0,,
187669314,11050123,2008000131260,"420659506001",62,1,1,1,0,,
187669316,11052908,2008000131260,"420659507002",62,1,1,1,0,,
187669318,11056957,2008000131260,"420659510001",62,1,1,1,0,,
187669321,11058492,2008000131260,"420659511001",60,2,1,2,1,,
187756129,11049117,2008000133381,"420659505001",56,2,1,2,1,,514268340
187756132,11056603,2008000133381,"420659509004",58,1,1,1,0,,513931241
187756133,11058084,2008000133381,"420659510004",56,2,1,2,1,,514268285
187756134,11058084,2008000133381,"420659510004",58,1,1,1,0,,514271561
187756136,11059630,2008000133381,"420659511004",58,1,1,1,0,,514268806
187929095,11044704,2008000137411,"420659501002",12,2,1,3,2,450110702,
187929098,11058523,2008000137411,"420659511001",11,2,1,4,2,450150578,
187929100,11058523,2008000137411,"420659511001",12,2,1,3,2,450150578,
187929102,11058523,2008000137411,"420659511001",35,1,1,1,0,,514268651
188102818,11051426,2008000141528,"420659506003",45,1,3,2,1,,
188121963,11047387,2008000141956,"420659503003",89,1,1,2,1,,
188121964,11047387,2008000141956,"420659503003",88,2,1,1,0,,
188121965,11048961,2008000141956,"420659504003",89,1,1,2,1,,
188121966,11048961,2008000141956,"420659504003",88,2,1,1,0,,
188121968,11053047,2008000141956,"420659507003",88,2,1,1,0,,
188121969,11062204,2008000141956,"420659513003",89,1,1,2,1,,
188121970,11062204,2008000141956,"420659513003",88,2,1,1,0,,
188303089,11054222,2008000146229,"420659508002",32,2,1,1,0,,514268522
188388820,11046426,2008000148319,"420659503001",81,1,1,1,0,,
188388821,11050284,2008000148319,"420659506001",81,1,1,1,0,,
188388822,11054951,2008000148319,"420659508003",81,1,1,1,0,,
188388824,11055332,2008000148319,"420659509001",81,1,1,1,0,,
188388825,11059133,2008000148319,"420659511003",81,1,1,1,0,,
188418562,11050377,2008000149048,"420659506001",80,1,1,2,1,,
188418563,11057384,2008000149048,"420659510002",75,2,1,1,0,,
188418564,11057384,2008000149048,"420659510002",80,1,1,2,1,,
188551470,11051278,2008000152098,"420659506003",65,1,1,1,0,,
188551471,11051278,2008000152098,"420659506003",20,1,2,2,2,,514268152
188551477,11054210,2008000152098,"420659508002",20,1,2,2,2,,514273016
188551478,11055206,2008000152098,"420659509001",65,1,1,1,0,,
188551479,11055206,2008000152098,"420659509001",20,1,2,2,2,,514269445
188551480,11056056,2008000152098,"420659509003",65,1,1,1,0,,
188551482,11056111,2008000152098,"420659509003",65,1,1,1,0,,
188551484,11057365,2008000152098,"420659510002",65,1,1,1,0,,
188551486,11057537,2008000152098,"420659510002",65,1,1,1,0,,
188551488,11059329,2008000152098,"420659511004",65,1,1,1,0,,
188551489,11059329,2008000152098,"420659511004",20,1,2,2,2,,514269327
188551492,11059622,2008000152098,"420659511004",65,1,1,1,0,,
188551495,11061473,2008000152098,"420659513001",20,1,2,2,2,,514269320
188679712,11058160,2008000155146,"420659510004",11,2,1,4,2,450150577,
188679713,11058160,2008000155146,"420659510004",39,2,1,1,0,,514268152
188679715,11058160,2008000155146,"420659510004",17,2,1,3,2,450150577,
188679716,11059440,2008000155146,"420659511004",11,2,1,4,2,450150578,
188679721,11059534,2008000155146,"420659511004",39,2,1,1,0,,514268707
188679722,11059534,2008000155146,"420659511004",41,1,1,2,1,,514269445
188679724,11060202,2008000155146,"420659512002",11,2,1,4,2,450150577,
188679725,11060202,2008000155146,"420659512002",39,2,1,1,0,,513933013
188739306,11045650,2008000156602,"420659502002",43,1,1,1,0,,514271558
188739310,11059200,2008000156602,"420659511003",43,1,1,1,0,,514269447
188753381,11051603,2008000156947,"420659506004",23,2,1,2,1,,514268289
188947333,11060555,2008000161732,"420659512002",80,2,1,1,0,,
188981968,11049612,2008000162563,"420659505002",18,1,1,2,2,450110845,
188981969,11049612,2008000162563,"420659505002",41,2,1,1,0,,514268296
188981971,11057781,2008000162563,"420659510003",41,2,1,1,0,,514271456
188990028,11049482,2008000162788,"420659505001",65,2,1,1,0,,
188990030,11053719,2008000162788,"420659508001",65,2,1,1,0,,
189040678,11051303,2008000163980,"420659506003",71,2,1,1,0,,
189040679,11054239,2008000163980,"420659508002",74,1,1,2,1,,
189040681,11056858,2008000163980,"420659510001",74,1,1,2,1,,
189040682,11056858,2008000163980,"420659510001",71,2,1,1,0,,
189040683,11060397,2008000163980,"420659512002",74,1,1,2,1,,
189189883,11046889,2008000167543,"420659503002",28,1,1,1,0,,514269816
189189884,11056810,2008000167543,"420659510001",28,1,1,1,0,,514270285
189199094,11048796,2008000167784,"420659504002",86,1,1,1,0,,
189199095,11052652,2008000167784,"420659507001",86,1,1,1,0,,
189199096,11054866,2008000167784,"420659508003",86,1,1,1,0,,
189199097,11058401,2008000167784,"420659511001",86,1,1,1,0,,
189199099,11062427,2008000167784,"420659513003",86,1,1,1,0,,
189199371,11046668,2008000167787,"420659503002",14,2,1,3,2,450110701,
189199372,11046668,2008000167787,"420659503002",46,1,1,4,12,,514270854
189199378,11047423,2008000167787,"420659503003",15,2,1,2,2,450110845,
189199381,11047423,2008000167787,"420659503003",44,2,1,1,0,,514271562
189199382,11047948,2008000167787,"420659503005",15,2,1,2,2,450132231,
189199383,11047948,2008000167787,"420659503005",14,2,1,3,2,450110702,
189199384,11047948,2008000167787,"420659503005",46,1,1,4,12,,514271045
189199385,11047948,2008000167787,"420659503005",44,2,1,1,0,,514270498
189199386,11048903,2008000167787,"420659504003",15,2,1,2,2,450110845,
189199387,11048903,2008000167787,"420659504003",14,2,1,3,2,450129160,
189199389,11048903,2008000167787,"420659504003",44,2,1,1,0,,514267084
189199394,11050738,2008000167787,"420659506002",15,2,1,2,2,450110845,
189199396,11050738,2008000167787,"420659506002",46,1,1,4,12,,514267084
189199399,11051309,2008000167787,"420659506003",14,2,1,3,2,450129160,
189199400,11051309,2008000167787,"420659506003",46,1,1,4,12,,514267791
189199402,11052668,2008000167787,"420659507001",15,2,1,2,2,450132231,
189199404,11052668,2008000167787,"420659507001",46,1,1,4,12,,514269042
189199405,11052668,2008000167787,"420659507001",44,2,1,1,0,,514271168
189199408,11053342,2008000167787,"420659507003",46,1,1,4,12,,514270701
189199411,11055412,2008000167787,"420659509001",14,2,1,3,2,450150578,
189199412,11055412,2008000167787,"420659509001",46,1,1,4,12,,513992272
189199414,11056119,2008000167787,"420659509003",15,2,1,2,2,450150577,
189199417,11056119,2008000167787,"420659509003",44,2,1,1,0,,514267511
189199418,11060947,2008000167787,"420659512003",15,2,1,2,2,450150577,
189199419,11060947,2008000167787,"420659512003",14,2,1,3,2,450150577,
189558244,11046650,2008000176208,"420659503002",10,2,1,3,2,450110701,
189558245,11046650,2008000176208,"420659503002",40,1,1,1,0,,514271236
189558246,11059309,2008000176208,"420659511003",13,1,1,2,2,450150577,
189558247,11059309,2008000176208,"420659511003",10,2,1,3,2,450150577,
189558248,11059309,2008000176208,"420659511003",40,1,1,1,0,,513932774
189621845,11049349,2008000177698,"420659505001",72,2,1,1,0,,
189726533,11046710,2008000180351,"420659503002",80,2,1,1,0,,
189726534,11049807,2008000180351,"420659505002",80,2,1,1,0,,
189726535,11052275,2008000180351,"420659506005",80,2,1,1,0,,
189726537,11057315,2008000180351,"420659510002",80,2,1,1,0,,
189726539,11061511,2008000180351,"420659513001",80,2,1,1,0,,
189809029,11045976,2008000182311,"420659502003",58,2,1,1,0,,
189809030,11045976,2008000182311,"420659502003",62,1,1,2,1,,514269697
189834168,11046609,2008000182935,"420659503002",13,1,1,3,2,450110701,
189834170,11046609,2008000182935,"420659503002",35,1,1,2,1,,514270818
189834177,11047087,2008000182935,"420659503003",9,1,1,4,2,450129160,
189834178,11049786,2008000182935,"420659505002",13,1,1,3,2,450110845,
189834179,11049786,2008000182935,"420659505002",33,2,1,1,0,,514267687
189834184,11054925,2008000182935,"420659508003",33,2,1,1,0,,514270893
189834189,11056272,2008000182935,"420659509004",33,2,1,1,0,,514268289
189834190,11056272,2008000182935,"420659509004",35,1,1,2,1,,514268522
189834191,11056272,2008000182935,"420659509004",3,2,1,5,2,,
189834195,11057724,2008000182935,"420659510003",35,1,1,2,1,,514269048
189834198,11057871,2008000182935,"420659510004",13,1,1,3,2,450150577,
189834199,11057871,2008000182935,"420659510004",33,2,1,1,0,,514268856
189834201,11057871,2008000182935,"420659510004",3,2,1,5,2,,
189834202,11057871,2008000182935,"420659510004",9,1,1,4,2,450108468,
189834204,11059542,2008000182935,"420659511004",33,2,1,1,0,,514268705
189834205,11059542,2008000182935,"420659511004",35,1,1,2,1,,514269238
189834206,11059542,2008000182935,"420659511004",3,2,1,5,2,,
189834207,11059542,2008000182935,"420659511004",9,1,1,4,2,450108468,
189834208,11061260,2008000182935,"420659513001",13,1,1,3,2,450150577,
189834210,11061260,2008000182935,"420659513001",35,1,1,2,1,,514268707
189834211,11061260,2008000182935,"420659513001",3,2,1,5,2,,
189957396,11051082,2008000185835,"420659506003",71,2,1,3,4,,
